lcn50,,lcn40,,lcn35,,lcn30,,lcn60,,lcn70,,lcn80,,lcn90,,lcn100,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
5.157626524943544,61.922477373908855,4.403636911680869,53.4155640678526,3.9786136277530115,48.9996087494642,3.6390436715529413,44.785032750738935,5.867154853183458,69.6489982036661,6.56223031013297,77.7289710207627,7.2123371564405,85.41892012736054,7.84402005656512,93.19875771129786,8.540371256832731,99.97743932551927
5.304693039025239,60.53597320108381,4.497456696814841,52.62679793904734,4.063366843597594,48.33034093413779,3.7100734956165167,44.0681038995927,5.992167617728835,68.5627000746633,6.702062618303257,76.47366374534288,7.366037893187289,83.96861038969563,8.011137439549495,91.82252917917904,8.713094387216394,98.76015881496252
5.408827145895027,59.74132106958078,4.593278545972581,51.835112322778066,4.149942982932775,47.58991473064988,3.7891328375388467,43.34423212635995,6.119839757252657,67.51231187677448,6.844864947036019,75.28092300266,7.522987689778001,82.65897282542566,8.181832514680785,90.39039599391812,8.901885263613021,97.14384297274057
5.529877875371248,58.86001739944703,4.691148546633538,51.02665294812592,4.238369712563156,46.834505056946924,3.842789011186562,42.79605800515165,6.250232143647134,66.4780157430118,6.966203136519652,74.23858935558815,7.683287048393901,81.34690097062018,8.356170498270487,88.95560082922596,9.088385691504865,95.56914640865241
5.647672461713819,58.07238496644514,4.7911139832737915,50.188478611516146,4.328668468733593,46.14291877693774,3.9802016471365746,41.77146490512747,6.383420675012444,65.38603413094762,7.266244502284718,71.87017181587743,7.8469965428167825,80.07815355710879,8.53425924024791,87.39611493148793,9.309287124676661,93.73941481904937
5.788310486769096,57.02507805386964,4.945056515636745,49.01201674178526,4.420900364024915,45.42323913147405,4.06498012348751,41.235668707692795,6.519424468770956,64.4024063072233,7.4210523376280335,70.80889392451665,8.014205492659952,78.78490745540012,8.716100587147325,86.03301943003396,9.563508302334814,91.79361431851252
5.911626683653992,56.19880042603627,5.050414830671424,48.27470970053679,4.51508794819002,44.75249244719273,4.151567302007561,40.69530875232452,6.658325930231223,63.4335755836514,7.579174339139454,69.70450518999334,8.18495443847652,77.59971511130598,8.901841484394541,84.59604982070992,10.350226606181556,86.84948404061085
6.026970599975674,55.46099077163254,5.158010639678744,47.57522249285555,4.611291924511267,44.05449893590861,4.240022684706842,40.07185209183225,6.800191574083448,62.461766143964816,7.740665481067149,68.61734133230887,8.359364816855576,76.34649529287161,9.091495825138947,83.34685401245191,10.664101029584115,84.71629189208646
6.1662268874719475,54.47473817740361,5.26792461504424,46.79374206550809,4.709539122650107,43.391769784499765,4.330377954237268,39.40255053730386,6.945074999357344,61.52212923350283,7.905591996203683,67.56611602426995,8.537467653310353,75.19798494181542,9.285223382062194,82.00081905468518,10.866055536928899,82.87833497152845
6.242574160120358,53.82982487596083,5.380169448532144,46.0639116908319,4.809882933824696,42.72700304081092,4.422643166700367,38.79889907658203,7.093065213305845,60.52855919890781,8.074049536405337,66.4749368165268,8.719371236612764,74.04594344108853,9.483099000426352,80.60854453056116,11.217908226357943,80.66342028759995
6.542044727083413,51.87487408722587,5.494794326052522,45.38370445280948,4.912378525871838,42.02516046717665,4.516874228223484,38.20449562344001,7.24419363115674,59.601254933636554,8.24610826729261,65.36463678730638,8.905156805711037,72.89106724911383,9.685164290194797,79.3290197685156,11.460973739372927,79.3388182543482
6.685320727093347,51.138009380105764,5.611857351697457,44.726107112528155,5.017047660295549,41.36970447550477,4.613106542119532,37.64034521818398,7.398568057132015,58.605762823925545,8.451434582871558,64.23994605622052,9.094881779602499,71.81471420591589,9.891556023202119,78.00402395527983,11.705150567576418,78.16725386800245
6.827732753891131,50.43953392914945,5.731418355817069,44.06565469609641,5.123943403162916,40.735915997456246,4.711399022274511,37.053278101066695,7.556232216182994,57.62689795707377,8.631456588575684,63.39813372549617,9.288681486664588,70.65492099058051,10.102338885241426,76.72271375258876,11.996648431947543,76.71442272036876
6.973217663129611,49.63889135429296,5.853530727802763,43.4027577242002,5.233142456981351,40.03301929991637,4.811779080798263,36.49587106782451,7.717229103340254,56.74404746505498,8.830853652415449,62.37580737587587,9.48659081003683,69.57247973534324,10.317606149186805,75.48365733001177,12.252280886352017,75.47550019629743
7.121767531036443,48.94713652007581,5.978274200815507,42.6658315013556,5.3446424243619335,39.41970898756436,4.914318531196618,35.886297465297126,7.881695033167791,55.76493106146843,9.003231581141874,61.34969401374962,9.6887373100745,68.44889815650761,10.537453065912912,74.28548151321738,12.557324745638546,74.26025466782761
7.273497274640777,48.22435386182286,6.105650320205079,42.01218621297966,5.458537241137039,38.76129987675088,5.019025475528932,35.33651539308546,8.049575496323579,55.04964281192292,9.195065425307433,60.39283807122548,9.895170424195282,67.40025341667395,10.761992028248235,73.08578590195427,12.91490814384175,73.68671865072999
7.428553573498948,47.27254773612667,6.235744760351321,41.35693257752856,5.574839583245178,38.16747244753598,5.116978687471824,34.804074559567205,8.221060700255254,54.26723477315954,9.390980117753143,59.46761306873951,10.105994805995085,66.38632490016629,10.991338780587414,71.84487783591389,13.08266152472499,72.36623094990344
7.586835405500138,46.535249548307974,6.368611151472377,40.71189877031007,5.693611921279916,37.60386874861253,5.235183392362634,34.25246463531836,8.39622865667567,53.42084218861927,9.591075805644182,58.54011147533631,10.321318218357675,65.36927901223578,11.225517890621083,70.7640870864711,13.325202638063098,71.95503820479945
7.74846800809402,45.860966637706994,6.504308556140007,40.076925395201116,5.814914712087617,37.048587558597085,5.3373702239669445,33.69846178299621,8.575153053955278,52.52857864564352,9.785169707323156,57.542084668104565,10.541251637580167,64.31357828115202,11.44455916833432,69.79582207639757,13.599489333397157,71.02738845494541
7.913482930656872,45.3363642509555,6.6429019624811945,39.44077176250066,5.938797694720245,36.51176375953841,5.46064306198448,33.220333813299185,8.742509005550303,51.73709256144727,10.004162530694368,56.696410188741055,10.765833723595831,63.363885564137945,11.708999881212803,68.53539576494815,13.806687490408125,69.92157816110078
8.263013510487612,43.891891879562394,6.784434208977159,38.84744872325559,6.065336969116567,35.94229884717026,5.576978517121007,32.738980353455474,8.9444589460332,50.93142006310161,10.127886975380205,56.3409249417586,10.995215996078075,62.39314378330855,11.958494529933603,67.44751188776694,14.059625169674693,69.00893494258631
8.430245727124607,43.11451210617446,6.928991647388773,38.24155471253048,6.1945724437857095,35.381715737624766,5.695792423598923,32.26460157227112,9.135027672694065,50.16523868290764,10.435011536495667,54.972526534033086,11.229477713234607,61.45453918600286,12.21327107255639,66.45154163494547,14.317605716435786,67.33438281290495
8.579684778374146,42.523525808959896,7.0766242312549945,37.65568983709208,6.3265571224174435,34.8396639136536,5.817158017956181,31.752455410971763,9.329663170561565,49.39670164163856,10.657367607522108,54.08473126799325,11.468754733117139,60.47905197076384,12.473510700781901,65.39673542931081,14.54356617499493,66.19403665630048
8.839835817508419,41.537381062746626,7.227402349266463,37.07880047676683,6.46136301215037,34.28664297848507,5.941097140820465,31.274790737943135,9.52845236471352,48.626273552848055,10.884438846337009,53.25614716398297,11.713122023730225,59.53577521597703,12.739277598528608,64.39485016223992,14.864690529721841,65.03253325081832
9.012335257396755,40.95176125656648,7.368427130084373,36.57556187329858,6.599022792379877,33.78034592585984,6.067685410022805,30.787005593292,9.731463530078365,47.89476939807973,11.116371609298934,52.39607108015164,11.962654079157664,58.68960679882426,13.006155677358935,63.386624278824115,15.074974304942312,64.56587549793323
9.139900224689333,40.53053081861802,7.726367677976046,35.34770091835071,6.739634363836725,33.24413987804795,6.1969665696424165,30.315345240238297,9.938834921383187,47.108040027291395,11.341285002610327,51.58969351574124,12.217596494367584,57.67691984214987,13.287938404727777,62.4018137938378,17.90692026898865,57.46928412068768
9.466763232604647,39.50463753167414,7.891042224769647,34.713384345821574,6.883232406103345,32.734835954211206,6.329002258724775,29.850910776300967,10.150596741101436,46.386339609769074,11.582960680981486,50.74227055851891,12.477893222037077,56.82522798830156,13.571086512938578,61.39403703021806,,
9.600669334276429,39.24688476132475,8.059172742502229,34.181571433174845,7.029894959526223,32.22427884689588,6.463851166661157,29.39359150005434,10.366870464744558,45.67569572298654,11.842196519561954,49.98248415437463,12.743744542623482,55.97038373781787,13.860229175650685,60.47046238868614,,
9.89171933783638,38.42839864516588,8.230897099216678,33.638996606782904,7.179687528598266,31.712772740889573,6.613211099135065,28.85467071683503,10.587759663838792,44.963303239469525,12.094512319580751,49.216746932827796,13.015250890392464,55.14389161554909,14.155552140501433,59.52731960347794,,
10.445405184881489,36.917265184145435,8.406251018040903,33.151576838717155,7.332651261706093,31.244482993790076,6.742248623188038,28.467850139122042,10.813385786453669,44.21230204576522,12.352212765322104,48.44912555294237,13.292541699442216,54.32960396969365,14.482417485163195,58.80238729720747,,
10.593243355721919,36.552936568762824,8.525192253209156,32.87979646193241,7.475708704437661,30.855088206251732,6.885883014918825,28.06324306707876,11.043781227123308,43.534964656488015,12.593201854053973,47.842623493662806,13.575787897676484,53.452191773980694,14.7521499361738,57.87091940897026,,
10.91442984010324,35.73034349860372,8.768245848690887,32.19782270115347,7.581496348384976,30.581504761427915,7.02852205524086,27.578785780468056,11.279109362061181,42.83188371831586,12.88414898103608,47.028832539355875,13.865030727084909,52.648089433676034,15.013688729093259,57.02556227138604,,
11.108013346653951,35.10320483926098,8.955116840955263,31.63336076764674,7.8388910247846475,29.77321912910147,7.233111993833372,27.03735607518558,11.51941155728627,42.19940253610806,13.158739103862954,46.20436729547533,14.160446050957539,51.8415148425017,15.374080876366,55.984643346895304,,
11.364642619914262,34.511926069207284,9.145919068080525,31.148734159101387,8.005932881651514,29.28415808452066,7.3871827987179595,26.6830534779456,11.764858204042314,41.54122893415668,13.439115264790889,45.48372925272755,14.451274763976217,51.06930112939393,15.674132797801049,55.13333590187902,,
11.606807879889855,33.95456539255744,9.340786623500499,30.671532084150023,8.17649982843161,28.851730712260647,7.544572533307448,26.281649811678452,12.015526194981081,40.90481268230662,13.725455819432012,44.786913457097995,14.564334923685768,50.524329825194236,15.980023913611266,54.3178623579558,,
11.85407505779107,33.47197688591414,9.539812827521459,30.193155814914512,8.3262538119118,28.52853725180539,7.7053101663591175,25.893559270235496,12.271552287527413,40.255517734498675,14.017985927217346,43.989389381592275,14.878296142462066,49.85842261379594,16.349193237516065,53.42694566590627,,
12.10659291350913,33.01479534065664,9.74306603647381,29.73894829888569,8.528642924441424,27.966619653810383,7.869483383363781,25.4968670596141,12.532998547054895,39.661080711496204,14.316700425404965,43.2668105892841,15.138097321284324,49.36567276906443,16.63894934379846,52.76868679997963,,
12.351527199997996,32.521313820707874,9.95065670578655,29.283344300257287,8.710401321134372,27.484056684138984,8.037154557569352,25.1062522178212,12.80005090862618,39.03152791215733,14.621683093458222,42.66945013533501,15.298780623417239,48.650002260619786,17.05335143921891,51.74428183113399,,
12.539498541508856,32.233434151346316,10.162677546374628,28.82661925115757,8.895958266031068,27.101045932761544,8.208392451247855,24.72856899296874,13.072766051886237,38.444361289083325,14.90706183531001,42.00802232668729,15.624469710136182,48.24237461713012,17.38611250634756,51.03339682477751,,
12.946990491411414,31.432050302014044,10.379186793425395,28.408929501556486,9.085487264406467,26.700855698697858,8.383284592649463,24.349724563087644,13.351272845184468,37.88731311425216,15.19797130623536,41.39947830133899,15.929360281629132,47.56623308083434,17.725511179874452,50.16849162496734,,
13.2182720014678,30.89127479208975,10.600353314206323,27.950130994103365,9.27904115269126,26.321362516300717,8.561897058724387,23.983422081240985,13.635741785016473,37.306875259535346,15.631178261586022,40.632027207989346,16.35475361876729,46.63349237460257,,,,
13.49985973537103,30.460781924712073,10.826224990120146,27.50646978029974,9.476745074255234,25.918116312324393,8.744315003747896,23.62263003167291,13.926330468405249,36.673449732847786,15.964212797882984,40.02078364463053,16.673873615110068,46.003161329520005,,,,
13.787465482307164,30.0194136094083,11.056893989325937,27.08506760110683,9.678681774896223,25.4995439377673,8.930632055202741,23.254193737291548,14.223061868102878,36.10146304450552,16.419387794242844,39.15767370372948,17.11921892908284,45.027629713292555,,,,
14.08117869693921,29.601070775430486,11.292453937127604,26.692612453811673,9.88489369589964,25.11594427091434,9.120893372964336,22.917246894004872,14.52595930426005,35.69184214971708,16.739750139162133,38.64576131081511,17.48392049012114,44.38766226473881,,,,
14.381219585845928,29.13120367559882,11.533072850512344,26.26891222702754,10.095506216715494,24.73116520865055,9.315240807518409,22.55347423132302,14.792125961988521,35.17652363689477,17.186801830660023,37.873043510616306,17.825531568068378,43.339681957606736,,,,
14.66182198598725,28.744714063784688,11.77879403061613,25.873738650454136,10.310613397831034,24.345439366397123,9.513702649073595,22.22043615766434,15.019319334264463,34.56557459046402,17.5529801495503,37.30330442395511,,,,,,
15.026956254054712,28.206496387033063,12.0298417725967,25.407291085867644,10.530311313441686,23.9589965557299,9.716420039503605,21.86772419080325,15.312286635292853,34.18326017323207,17.926934995439503,36.762789847882885,,,,,,
15.347192842723821,27.727584264115436,12.200102563069525,25.15867261502974,10.754667870999041,23.59857194894715,9.923442975792177,21.53270822177499,15.748840581669114,33.47425072048153,,,,,,,,
15.646637550881485,27.363560847098167,12.459969680275792,24.832477157345988,10.970219091800878,23.104558117350017,10.134834124352565,21.23860080015591,16.056155827806982,33.00694682051063,,,,,,,,
16.21566035445449,26.678659695340535,12.725434655470812,24.462348960291877,11.2178546332679,22.868190373120683,10.350764729618914,20.919100176488023,16.48493755454292,32.357885118797945,,,,,,,,
,,12.996537213388354,24.111283485069713,11.436756021507856,22.547680997413142,10.552765297798611,20.610845372780716,16.836150274922222,31.880069256944303,,,,,,,,
,,13.203607078452011,23.88063322629394,11.742182676208282,22.09932624723343,10.792759467088946,20.279524697801936,17.316186136203015,31.192526380807386,,,,,,,,
,,13.604020870465272,23.28753411247345,11.992333829117188,21.785233555185194,11.007237871269943,19.98640818420043,17.685145939453225,30.706024292905738,,,,,,,,
,,13.845153576765993,22.981234499660044,12.377683716022434,21.256642733096363,11.301255871275293,19.546098011124673,18.06199263031435,30.21012816578722,,,,,,,,
,,14.115321196864512,22.660414159347972,12.619230025524239,20.95047695408993,11.542013681256064,19.26829377063922,,,,,,,,,,
,,,,12.888105314467504,20.62719482055405,11.78102032805769,18.98894516188892,,,,,,,,,,
